Order#,Member ID,Comment,Amount,Status,Paid at
7BEBC541,CITANZ-0240,Membership extended to 09/10/2024,$60.00,Captured,"Oct 10, 2023, 10:21 PM"
F55CFFF0,CITANZ-0403,Membership extended to 07/10/2024,$60.00,Captured,"Oct 8, 2023, 9:31 AM"
1B876A72,CITANZ-0265,Membership extended to 13/10/2024,$60.00,Captured,"Oct 7, 2023, 8:01 AM"
9B35B864,CITANZ-0209,Membership extended to 05/10/2024,$60.00,Captured,"Oct 6, 2023, 9:39 AM"
E1C522D7,CITANZ-0120,Membership extended to 03/11/2024,$60.00,Captured,"Oct 6, 2023, 8:48 AM"
30CC2D5D,CITANZ-0055,Membership extended to 03/10/2024,$60.00,Captured,"Oct 4, 2023, 9:31 AM"
DBF2BF11,CITANZ-0245,Membership extended to 05/10/2024,$60.00,Captured,"Oct 3, 2023, 1:17 PM"
2D77F3ED,CITANZ-0157,Membership extended to 03/10/2024,$60.00,Captured,"Oct 1, 2023, 8:39 PM"
C831D369,CITANZ-0036,Membership extended to 30/10/2024,$60.00,Captured,"Oct 1, 2023, 12:09 PM"
EFF4050B,CITANZ-0001,Membership extended to 02/10/2024,$60.00,Captured,"Sep 30, 2023, 10:47 PM"
A7E2A33D,CITANZ-0087,Membership extended to 05/10/2024,$60.00,Captured,"Sep 30, 2023, 12:50 PM"
CD0F74C4,CITANZ-0083,Membership extended to 03/10/2024,$60.00,Captured,"Sep 29, 2023, 8:33 PM"
1DA35E3E,CITANZ-0130,Membership extended to 28/10/2024,$60.00,Captured,"Sep 29, 2023, 8:16 AM"
D59DD8E1,CITANZ-0402,Membership extended to 27/09/2024,$60.00,Captured,"Sep 28, 2023, 10:39 PM"
BB0C08C3,CITANZ-0035,Membership extended to 03/10/2024,$60.00,Captured,"Sep 28, 2023, 10:32 PM"
D454EF7E,CITANZ-0138,Membership extended to 03/10/2024,$60.00,Captured,"Sep 28, 2023, 2:41 PM"
933C455B,CITANZ-0401,Membership extended to 27/09/2024,$60.00,Captured,"Sep 28, 2023, 9:19 AM"
960643D2,CITANZ-0203,Membership extended to 04/10/2024,$60.00,Captured,"Sep 28, 2023, 8:35 AM"
33B58935,CITANZ-0143,Membership extended to 04/10/2024,$60.00,Captured,"Sep 28, 2023, 8:16 AM"
F65C5C4F,CITANZ-0118,Membership extended to 03/10/2024,$60.00,Captured,"Sep 27, 2023, 10:54 AM"
48417D14,CITANZ-0047,Membership extended to 03/10/2024,$60.00,Captured,"Sep 26, 2023, 11:03 AM"
5FA4CADF,CITANZ-0188,Membership extended to 24/10/2024,$60.00,Captured,"Sep 25, 2023, 9:07 AM"
ED05142C,CITANZ-0400,Membership extended to 23/09/2024,$30.00,Captured,"Sep 24, 2023, 10:08 PM"
93207974,CITANZ-0006,Membership extended to 15/10/2024,$60.00,Captured,"Sep 23, 2023, 12:46 PM"
FC736145,CITANZ-0052,Membership extended to 03/10/2024,$60.00,Captured,"Sep 22, 2023, 9:55 PM"
EF76B32A,CITANZ-0008,Membership extended to 04/10/2024,$60.00,Captured,"Sep 22, 2023, 9:00 PM"
A20C6218,CITANZ-0026,Membership extended to 03/10/2024,$60.00,Captured,"Sep 22, 2023, 8:51 PM"
24D79B42,CITANZ-0111,Membership extended to 08/10/2024,$60.00,Captured,"Sep 22, 2023, 8:02 PM"
0A561D25,CITANZ-0092,Membership extended to 04/10/2024,$60.00,Captured,"Sep 22, 2023, 7:55 PM"
1C34BB16,CITANZ-0399,Membership extended to 21/09/2024,$30.00,Captured,"Sep 22, 2023, 7:40 PM"
7F380736,CITANZ-0398,Membership extended to 21/09/2024,$30.00,Captured,"Sep 22, 2023, 7:04 PM"
1C2E81B5,CITANZ-0397,Membership extended to 21/09/2024,$30.00,Captured,"Sep 22, 2023, 6:57 PM"
1AC94937,CITANZ-0086,Membership extended to 02/10/2024,$60.00,Captured,"Sep 22, 2023, 1:22 PM"
6AE0BCEA,CITANZ-0396,Membership extended to 21/09/2024,$60.00,Captured,"Sep 22, 2023, 9:50 AM"
1C04D54B,CITANZ-0395,Membership extended to 20/09/2024,$60.00,Captured,"Sep 21, 2023, 11:19 PM"
0CCE6478,CITANZ-0394,Membership extended to 20/09/2024,$60.00,Captured,"Sep 21, 2023, 11:02 PM"
8B76E9D9,CITANZ-0393,Membership extended to 20/09/2024,$60.00,Captured,"Sep 21, 2023, 10:46 PM"
4C40DD9F,CITANZ-0233,Membership extended to 03/10/2024,$60.00,Captured,"Sep 21, 2023, 3:04 PM"
0CC76ED1,CITANZ-0392,Membership extended to 20/09/2024,$60.00,Captured,"Sep 21, 2023, 11:59 AM"
E8485BA3,CITANZ-0268,Membership extended to 16/10/2024,$60.00,Captured,"Sep 21, 2023, 12:29 AM"
81D728EE,CITANZ-0148,Membership extended to 29/09/2024,$60.00,Captured,"Sep 20, 2023, 8:22 PM"
8AA3C275,CITANZ-0147,Membership extended to 03/10/2024,$60.00,Captured,"Sep 19, 2023, 8:13 PM"
21579C78,CITANZ-0013,Membership extended to 03/10/2024,$60.00,Captured,"Sep 19, 2023, 5:22 PM"
E33DEA1F,CITANZ-0391,Membership extended to 17/09/2024,$30.00,Captured,"Sep 18, 2023, 9:00 AM"
9D9D73E8,CITANZ-0025,Membership extended to 03/10/2024,$30.00,Captured,"Sep 17, 2023, 2:18 PM"
8C01DBAF,CITANZ-0176,Membership extended to 12/10/2024,$60.00,Captured,"Sep 17, 2023, 10:33 AM"
9A361D1E,CITANZ-0046,Membership extended to 14/10/2024,$60.00,Captured,"Sep 17, 2023, 10:26 AM"
F6B15AF8,CITANZ-0390,Membership extended to 16/09/2024,$30.00,Captured,"Sep 17, 2023, 10:00 AM"
1FD561F6,CITANZ-0012,Membership extended to 08/10/2024,$60.00,Captured,"Sep 17, 2023, 9:34 AM"
3A83A45D,CITANZ-0014,Membership extended to 13/10/2024,$60.00,Captured,"Sep 14, 2023, 7:31 PM"
8C04591D,CITANZ-0004,Membership extended to 03/10/2024,$60.00,Captured,"Sep 14, 2023, 3:51 PM"
E5DBD8C3,CITANZ-0066,Membership extended to 03/10/2024,$60.00,Captured,"Sep 13, 2023, 7:12 PM"
29B97CC9,CITANZ-0389,Membership extended to 12/09/2024,$30.00,Captured,"Sep 13, 2023, 7:08 PM"
FF132454,CITANZ-0213,Membership extended to 03/10/2024,$60.00,Captured,"Sep 12, 2023, 6:20 PM"
C3F6F45C,CITANZ-0162,Membership extended to 08/10/2024,$60.00,Captured,"Sep 12, 2023, 12:12 PM"
0AAE20D2,CITANZ-0015,Membership extended to 11/10/2024,$60.00,Captured,"Sep 12, 2023, 9:30 AM"
AC3F9D29,CITANZ-0054,Membership extended to 06/10/2024,$60.00,Captured,"Sep 11, 2023, 6:21 PM"
43190B36,CITANZ-0042,Membership extended to 03/10/2024,$60.00,Captured,"Sep 11, 2023, 4:47 PM"
1E541EB2,CITANZ-0002,Membership extended to 03/10/2024,$60.00,Captured,"Sep 11, 2023, 11:44 AM"
82224F43,CITANZ-0161,Membership extended to 10/10/2024,$60.00,Captured,"Sep 11, 2023, 9:50 AM"
DB523B17,CITANZ-0076,Membership extended to 07/10/2024,$60.00,Captured,"Sep 8, 2023, 10:29 PM"
DD8E74E5,CITANZ-0299,Membership extended to 07/10/2024,$60.00,Captured,"Sep 8, 2023, 9:11 AM"
B56D3393,CITANZ-0108,Membership extended to 07/10/2024,$60.00,Captured,"Sep 8, 2023, 9:03 AM"
00FFC61A,CITANZ-0205,Membership extended to 04/10/2024,$60.00,Captured,"Sep 7, 2023, 8:15 PM"
02398B6E,CITANZ-0222,Membership extended to 04/10/2024,$60.00,Captured,"Sep 7, 2023, 12:22 PM"
9D315CC1,CITANZ-0146,Membership extended to 03/10/2024,$60.00,Captured,"Sep 6, 2023, 11:33 PM"
E7A2C5C0,CITANZ-0114,Membership extended to 03/10/2024,$60.00,Captured,"Sep 6, 2023, 10:44 PM"
3FDA34EF,CITANZ-0178,Membership extended to 03/10/2024,$60.00,Captured,"Sep 6, 2023, 11:38 AM"
D0D84228,CITANZ-0199,Membership extended to 05/10/2024,$60.00,Captured,"Sep 6, 2023, 11:15 AM"
B943CFAC,CITANZ-0158,Membership extended to 04/10/2024,$60.00,Captured,"Sep 5, 2023, 10:07 PM"
D2BDDA8F,CITANZ-0109,Membership extended to 03/10/2024,$60.00,Captured,"Sep 5, 2023, 8:58 PM"
AAB69150,CITANZ-0121,Membership extended to 04/10/2024,$60.00,Captured,"Sep 5, 2023, 5:01 PM"
CDC2AA25,CITANZ-0200,Membership extended to 03/10/2024,$60.00,Captured,"Sep 5, 2023, 9:31 AM"
C6C0FEBB,CITANZ-0131,Membership extended to 03/10/2024,$30.00,Captured,"Sep 5, 2023, 8:29 AM"
B85D52A7,CITANZ-0088,Membership extended to 03/10/2024,$60.00,Captured,"Sep 5, 2023, 8:27 AM"
E56CB472,CITANZ-0260,Membership extended to 03/10/2024,$60.00,Captured,"Sep 4, 2023, 10:13 PM"
ADFBFB1A,CITANZ-0085,Membership extended to 03/10/2024,$48.00,Captured,"Sep 4, 2023, 10:18 AM"
E8BA5E9D,CITANZ-0024,Membership extended to 03/10/2024,$48.00,Captured,"Sep 4, 2023, 9:54 AM"
FC482EDC,CITANZ-0010,Membership extended to 03/10/2024,$48.00,Captured,"Sep 4, 2023, 8:06 AM"
29A8E67C,CITANZ-0007,Membership extended to 01/10/2024,$30.00,Captured,"Sep 2, 2023, 9:03 AM"
694A4ECC,CITANZ-0297,Membership extended to 30/09/2024,$30.00,Captured,"Sep 1, 2023, 9:08 AM"
1C8977A8,CITANZ-0388,Membership extended to 29/08/2024,$60.00,Captured,"Aug 30, 2023, 10:29 PM"
2706CFAD,CITANZ-0387,Membership extended to 29/08/2024,$60.00,Captured,"Aug 30, 2023, 6:06 PM"
C38EE93B,CITANZ-0386,Membership extended to 23/08/2024,$30.00,Captured,"Aug 24, 2023, 11:01 AM"
E0539C89,CITANZ-0385,Membership extended to 18/08/2024,$30.00,Captured,"Aug 19, 2023, 12:23 PM"
A208D2B7,CITANZ-0384,Membership extended to 15/08/2024,$30.00,Captured,"Aug 16, 2023, 4:21 PM"
68FB57D5,CITANZ-0383,Membership extended to 13/08/2024,$30.00,Captured,"Aug 14, 2023, 4:25 PM"
60A5E1A6,CITANZ-0382,Membership extended to 08/08/2024,$60.00,Captured,"Aug 9, 2023, 5:11 PM"
5BB5A877,CITANZ-0381,Membership extended to 05/08/2024,$30.00,Captured,"Aug 6, 2023, 10:52 AM"
769F9173,CITANZ-0380,Membership extended to 04/08/2024,$60.00,Captured,"Aug 5, 2023, 11:19 PM"
9BD21A3C,CITANZ-0379,Membership extended to 03/08/2024,$30.00,Captured,"Aug 4, 2023, 8:52 PM"
E0D7EA2E,CITANZ-0048,Membership extended to 03/08/2024,$60.00,Captured,"Aug 4, 2023, 6:49 PM"
E3F4B0C5,CITANZ-0378,Membership extended to 03/08/2024,$30.00,Captured,"Aug 4, 2023, 3:35 PM"
0ADC0A1C,CITANZ-0377,Membership extended to 01/08/2024,$60.00,Captured,"Aug 2, 2023, 11:08 PM"
4692CB9A,CITANZ-0376,Membership extended to 31/07/2024,$60.00,Captured,"Aug 1, 2023, 7:13 PM"
F7A34BD6,CITANZ-0375,Membership extended to 30/07/2024,$30.00,Captured,"Jul 31, 2023, 5:51 PM"
790A5C3D,CITANZ-0374,Membership extended to 26/07/2024,$30.00,Captured,"Jul 27, 2023, 8:47 PM"
91C84B12,CITANZ-0373,Membership extended to 26/07/2024,$60.00,Captured,"Jul 27, 2023, 5:25 PM"
4C184477,CITANZ-0372,Membership extended to 26/07/2024,$60.00,Captured,"Jul 27, 2023, 3:51 AM"
3FE59350,CITANZ-0371,Membership extended to 21/07/2024,$30.00,Captured,"Jul 22, 2023, 9:44 PM"
A8259659,CITANZ-0292,Membership extended to 14/07/2024,$48.00,Captured,"Jul 8, 2023, 12:19 PM"
6C6A4025,CITANZ-0305,Membership extended to 05/07/2024,$30.00,Captured,"Jul 6, 2023, 8:52 PM"
AC326679,CITANZ-0370,Membership extended to 30/06/2024,$30.00,Captured,"Jul 1, 2023, 2:49 PM"
61D32D38,CITANZ-0369,Membership extended to 29/06/2024,$30.00,Captured,"Jun 30, 2023, 1:40 PM"
4EE1E25F,CITANZ-0368,Membership extended to 28/06/2024,$30.00,Captured,"Jun 29, 2023, 10:17 PM"
AA44610F,CITANZ-0367,Membership extended to 21/06/2024,$30.00,Captured,"Jun 22, 2023, 8:50 PM"
8EF4E016,CITANZ-0366,Membership extended to 21/06/2024,$30.00,Captured,"Jun 22, 2023, 7:16 PM"
91C1B220,CITANZ-0365,Membership extended to 08/06/2024,$30.00,Captured,"Jun 9, 2023, 8:55 PM"
3261F5FD,CITANZ-0364,Membership extended to 06/06/2024,$60.00,Captured,"Jun 7, 2023, 4:01 PM"
0F088EDB,CITANZ-0363,Membership extended to 30/05/2024,$60.00,Captured,"May 31, 2023, 3:32 PM"
AFEDC922,CITANZ-0362,Membership extended to 28/05/2024,$60.00,Captured,"May 29, 2023, 9:30 PM"
DDBB561A,CITANZ-0361,Membership extended to 25/05/2024,$60.00,Captured,"May 26, 2023, 7:42 PM"
0486BC09,CITANZ-0360,Membership extended to 23/05/2024,$30.00,Captured,"May 24, 2023, 7:30 PM"
23407877,CITANZ-0126,Membership extended to 22/05/2024,$60.00,Captured,"May 23, 2023, 9:38 PM"
8F9B39EA,CITANZ-0359,Membership extended to 21/05/2024,$60.00,Captured,"May 22, 2023, 12:43 AM"
752D951B,CITANZ-0287,Membership extended to 24/05/2024,$48.00,Captured,"May 19, 2023, 11:12 AM"
C581CC00,CITANZ-0358,Membership extended to 17/05/2024,$60.00,Captured,"May 18, 2023, 8:51 AM"
4E0BE0EA,CITANZ-0357,Membership extended to 16/05/2024,$60.00,Captured,"May 17, 2023, 1:55 AM"
2123EF5F,CITANZ-0356,Membership extended to 14/05/2024,$30.00,Captured,"May 15, 2023, 8:16 PM"
433552AB,CITANZ-0288,Membership extended to 26/05/2024,$48.00,Captured,"May 13, 2023, 5:57 PM"
83F1FFB8,CITANZ-0355,Membership extended to 05/05/2024,$60.00,Captured,"May 6, 2023, 5:29 PM"
F1769324,CITANZ-0285,Membership extended to 08/05/2024,$48.00,Captured,"May 2, 2023, 8:02 AM"
27F98212,CITANZ-0354,Membership extended to 29/04/2024,$30.00,Captured,"Apr 30, 2023, 9:16 PM"
E445DC48,CITANZ-0353,Membership extended to 24/04/2024,$30.00,Captured,"Apr 25, 2023, 9:38 PM"
06156F63,CITANZ-0352,Membership extended to 23/04/2024,$60.00,Captured,"Apr 24, 2023, 1:30 AM"
DBC0A55B,CITANZ-0351,Membership extended to 20/04/2024,$30.00,Captured,"Apr 21, 2023, 12:33 AM"
04B13BAC,CITANZ-0284,Membership extended to 05/05/2024,$48.00,Captured,"Apr 8, 2023, 7:05 AM"
34C694B2,CITANZ-0350,Membership extended to 31/03/2024,$30.00,Captured,"Apr 1, 2023, 12:10 PM"
43CA5B22,CITANZ-0134,Membership extended to 31/03/2024,$60.00,Captured,"Apr 1, 2023, 12:00 PM"
498A15A7,CITANZ-0159,Membership extended to 29/03/2024,$60.00,Captured,"Mar 30, 2023, 9:41 PM"
83139347,CITANZ-0349,Membership extended to 26/03/2024,$30.00,Captured,"Mar 27, 2023, 9:54 PM"
7CE591F4,CITANZ-0348,Membership extended to 22/03/2024,$60.00,Captured,"Mar 23, 2023, 10:24 PM"
EF5941E7,CITANZ-0347,Membership extended to 20/03/2024,$60.00,Captured,"Mar 21, 2023, 10:02 PM"
E5E9DEEB,CITANZ-0346,Membership extended to 18/03/2024,$30.00,Captured,"Mar 19, 2023, 11:14 AM"
05F7DBBA,CITANZ-0345,Membership extended to 17/03/2024,$30.00,Captured,"Mar 18, 2023, 9:12 PM"
972BC365,CITANZ-0344,Membership extended to 16/03/2024,$30.00,Captured,"Mar 17, 2023, 5:18 PM"
AE689048,CITANZ-0343,Membership extended to 16/03/2024,$60.00,Captured,"Mar 17, 2023, 9:19 AM"
74EF5B24,CITANZ-0342,Membership extended to 14/03/2024,$60.00,Captured,"Mar 15, 2023, 9:01 PM"
FE339DC3,CITANZ-0341,Membership extended to 14/03/2024,$60.00,Captured,"Mar 15, 2023, 10:19 AM"
CC72AB66,CITANZ-0340,Membership extended to 13/03/2024,$30.00,Captured,"Mar 14, 2023, 10:37 PM"
AD980AB9,CITANZ-0339,Membership extended to 13/03/2024,$60.00,Captured,"Mar 14, 2023, 11:53 AM"
96731420,CITANZ-0338,Membership extended to 12/03/2024,$30.00,Captured,"Mar 13, 2023, 12:12 PM"
3E20AC3A,CITANZ-0337,Membership extended to 10/03/2024,$30.00,Captured,"Mar 11, 2023, 2:34 PM"
0E4C2895,CITANZ-0336,Membership extended to 07/03/2024,$30.00,Captured,"Mar 8, 2023, 2:33 PM"
546A5F9B,CITANZ-0335,Membership extended to 06/03/2024,$30.00,Captured,"Mar 7, 2023, 6:21 PM"
6AFB6EE9,CITANZ-0334,Membership extended to 04/03/2024,$30.00,Captured,"Mar 5, 2023, 9:35 PM"
A96377AA,CITANZ-0333,Membership extended to 03/03/2024,$60.00,Captured,"Mar 4, 2023, 10:22 PM"
AA1BAC6F,CITANZ-0332,Membership extended to 03/03/2024,$60.00,Captured,"Mar 4, 2023, 9:57 PM"
38CD5E0D,CITANZ-0331,Membership extended to 03/03/2024,$30.00,Captured,"Mar 4, 2023, 6:22 PM"
E2C647C4,CITANZ-0330,Membership extended to 29/02/2024,$30.00,Captured,"Mar 1, 2023, 4:05 PM"
4AD47A22,CITANZ-0329,Membership extended to 25/02/2024,$60.00,Captured,"Feb 25, 2023, 6:18 PM"
1BAAA0FF,CITANZ-0328,Membership extended to 23/02/2024,$60.00,Captured,"Feb 23, 2023, 5:35 PM"
3A84F2CC,CITANZ-0277,Membership extended to 11/03/2024,$48.00,Captured,"Feb 10, 2023, 11:40 AM"
E8CF37D5,CITANZ-0327,Membership extended to 26/01/2024,$60.00,Captured,"Jan 26, 2023, 8:47 PM"
385C0D22,CITANZ-0326,Membership extended to 18/01/2024,$60.00,Captured,"Jan 18, 2023, 1:53 PM"
547D033A,CITANZ-0325,Membership extended to 04/01/2024,$30.00,Captured,"Jan 4, 2023, 11:46 AM"
3A888876,CITANZ-0324,Membership extended to 22/12/2023,$30.00,Captured,"Dec 22, 2022, 4:16 PM"
DD74E72C,CITANZ-0323,Membership extended to 21/12/2023,$60.00,Captured,"Dec 21, 2022, 10:38 AM"
9C7AF220,CITANZ-0322,Membership extended to 20/12/2023,$30.00,Captured,"Dec 20, 2022, 9:39 PM"
D6D59D9C,CITANZ-0135,Membership extended to 12/12/2023,$48.00,Captured,"Dec 8, 2022, 12:51 AM"
33DACDE6,CITANZ-0321,Membership extended to 07/12/2023,$30.00,Captured,"Dec 7, 2022, 1:48 PM"
6217F0DC,CITANZ-0320,Membership extended to 05/12/2023,$60.00,Captured,"Dec 5, 2022, 9:04 PM"
3B4F10C3,CITANZ-0319,Membership extended to 04/12/2023,$60.00,Captured,"Dec 4, 2022, 8:21 PM"
B9AE4F84,CITANZ-0318,Membership extended to 03/12/2023,$60.00,Captured,"Dec 3, 2022, 3:39 PM"
F359901D,CITANZ-0317,Membership extended to 01/12/2023,$30.00,Captured,"Dec 1, 2022, 7:46 PM"
11F80D17,CITANZ-0316,Membership extended to 01/12/2023,$30.00,Captured,"Dec 1, 2022, 7:10 PM"
1CB18831,CITANZ-0207,Membership extended to 08/12/2023,$48.00,Captured,"Dec 1, 2022, 5:03 PM"
18CF6BAA,CITANZ-0315,Membership extended to 30/11/2023,$30.00,Captured,"Nov 30, 2022, 9:18 AM"
F7117039,CITANZ-0314,Membership extended to 27/11/2023,$30.00,Captured,"Nov 27, 2022, 8:11 PM"
E99FCF5E,CITANZ-0313,Membership extended to 26/11/2023,$60.00,Captured,"Nov 26, 2022, 12:04 AM"
5D4E5FB7,CITANZ-0312,Membership extended to 24/11/2023,$30.00,Captured,"Nov 24, 2022, 9:28 PM"
D5EA5E0E,CITANZ-0311,Membership extended to 24/11/2023,$30.00,Captured,"Nov 24, 2022, 2:49 PM"
73C87A30,CITANZ-0310,Membership extended to 24/11/2023,$30.00,Captured,"Nov 24, 2022, 1:38 PM"
86B2E46B,CITANZ-0309,Membership extended to 18/11/2023,$60.00,Captured,"Nov 18, 2022, 12:25 AM"
6C43927F,CITANZ-0308,Membership extended to 17/11/2023,$60.00,Captured,"Nov 17, 2022, 2:48 PM"
AB32F3C0,CITANZ-0276,Membership extended to 17/12/2023,$48.00,Captured,"Nov 17, 2022, 9:10 AM"
0E1DFD9A,CITANZ-0271,Membership extended to 11/11/2023,$48.00,Captured,"Nov 11, 2022, 3:11 PM"
5EDC2F02,CITANZ-0166,Membership extended to 07/12/2023,$48.00,Captured,"Nov 10, 2022, 1:04 PM"
BD2C8D81,CITANZ-0212,Membership extended to 09/11/2023,$60.00,Captured,"Nov 9, 2022, 1:12 PM"
892F8604,CITANZ-0129,Membership extended to 08/11/2023,$60.00,Captured,"Nov 8, 2022, 11:23 AM"
FFD79501,CITANZ-0125,Membership extended to 07/12/2023,$48.00,Captured,"Nov 7, 2022, 12:30 PM"
DD4F2860,CITANZ-0307,Membership extended to 06/11/2023,$60.00,Captured,"Nov 6, 2022, 4:53 PM"
45230627,CITANZ-0173,Membership extended to 04/11/2023,$48.00,Captured,"Nov 4, 2022, 10:29 PM"
9EB2A4A1,CITANZ-0306,Membership extended to 04/11/2023,$60.00,Captured,"Nov 4, 2022, 8:39 PM"
1D2503A2,CITANZ-0030,Membership extended to 01/11/2023,$48.00,Captured,"Nov 1, 2022, 8:55 AM"
FBF8C3F8,CITANZ-0304,Membership extended to 30/10/2023,$60.00,Captured,"Oct 30, 2022, 10:40 PM"
31794F8A,CITANZ-0274,Membership extended to 29/11/2023,$48.00,Captured,"Oct 30, 2022, 2:49 PM"
F57D4DC2,CITANZ-0215,Membership extended to 30/10/2023,$48.00,Captured,"Oct 26, 2022, 7:51 PM"
43D449AC,CITANZ-0124,Membership extended to 29/10/2023,$48.00,Captured,"Oct 26, 2022, 2:11 PM"
FC93D35D,CITANZ-0303,Membership extended to 20/10/2023,$30.00,Captured,"Oct 20, 2022, 11:10 PM"
4DB6F7B9,CITANZ-0302,Membership extended to 20/10/2023,$30.00,Captured,"Oct 20, 2022, 7:50 PM"
1C4A1938,CITANZ-0301,Membership extended to 19/10/2023,$60.00,Captured,"Oct 19, 2022, 9:35 PM"
944BBE26,CITANZ-0095,Membership extended to 16/10/2023,$48.00,Captured,"Oct 16, 2022, 4:47 PM"
D83ADA08,CITANZ-0130,Membership extended to 29/10/2023,$48.00,Captured,"Oct 16, 2022, 1:00 AM"
2F09D667,CITANZ-0194,Membership extended to 15/10/2023,$48.00,Captured,"Oct 15, 2022, 9:52 PM"
35D11623,CITANZ-0228,Membership extended to 14/10/2023,$48.00,Captured,"Oct 14, 2022, 12:06 PM"
53D22BA8,CITANZ-0270,,$48.00,Captured,"Oct 13, 2022, 8:20 PM"
B0172589,CITANZ-0300,Membership extended to 12/10/2023,$60.00,Captured,"Oct 12, 2022, 9:06 PM"
3295D918,CITANZ-0262,Membership extended to 14/10/2023,$48.00,Captured,"Oct 12, 2022, 5:41 PM"
D89C310A,CITANZ-0272,Membership extended to 09/11/2023,$48.00,Captured,"Oct 11, 2022, 10:19 AM"
219FBDB3,CITANZ-0273,Membership extended to 09/11/2023,$48.00,Captured,"Oct 10, 2022, 9:25 AM"
7DEDEB73,CITANZ-0120,Membership extended to 04/11/2023,$48.00,Captured,"Oct 9, 2022, 5:09 PM"
4B2794DF,CITANZ-0299,Membership extended to 08/10/2023,$60.00,Captured,"Oct 8, 2022, 3:55 PM"
7B29273B,CITANZ-0072,Membership extended to 25/10/2023,$48.00,Captured,"Oct 8, 2022, 10:42 AM"
3E6C78EB,CITANZ-0097,Membership extended to 14/10/2023,$48.00,Captured,"Oct 7, 2022, 9:03 AM"
FCFA97B5,CITANZ-0209,Membership extended to 06/10/2023,$48.00,Captured,"Oct 6, 2022, 8:59 PM"
15C7B220,CITANZ-0298,Membership extended to 06/10/2023,$30.00,Captured,"Oct 6, 2022, 3:06 PM"
E56359E7,CITANZ-0075,Membership extended to 13/10/2023,$48.00,Captured,"Oct 6, 2022, 8:24 AM"
819F98D4,CITANZ-0245,Membership extended to 06/10/2023,$48.00,Captured,"Oct 6, 2022, 7:49 AM"
7AE5E555,CITANZ-0036,Membership extended to 31/10/2023,$48.00,Captured,"Oct 5, 2022, 9:03 PM"
92D70F65,CITANZ-0061,Membership extended to 12/10/2023,$48.00,Captured,"Oct 5, 2022, 1:12 PM"
D6449F67,CITANZ-0268,Membership extended to 17/10/2023,$48.00,Captured,"Oct 4, 2022, 9:58 PM"
D8071278,CITANZ-0101,Membership extended to 28/10/2023,$48.00,Captured,"Oct 4, 2022, 9:09 PM"
8D7E3F31,CITANZ-0028,Membership extended to 19/10/2023,$48.00,Captured,"Oct 4, 2022, 8:59 PM"
758E9FE3,CITANZ-0011,Membership extended to 13/10/2023,$48.00,Captured,"Oct 4, 2022, 8:27 PM"
87F90A46,CITANZ-0031,Membership extended to 25/10/2023,$48.00,Captured,"Oct 4, 2022, 8:19 PM"
306B098C,CITANZ-0041,Membership extended to 14/10/2023,$48.00,Captured,"Oct 4, 2022, 8:14 PM"
E2B7689F,CITANZ-0188,Membership extended to 25/10/2023,$30.00,Captured,"Oct 4, 2022, 6:20 PM"
AAD57075,CITANZ-0200,Membership extended to 04/10/2023,$48.00,Captured,"Oct 4, 2022, 5:00 PM"
01BD004D,CITANZ-0022,Membership extended to 04/10/2023,$48.00,Captured,"Oct 4, 2022, 11:07 AM"
679D4F90,CITANZ-0021,Membership extended to 11/10/2023,$48.00,Captured,"Oct 4, 2022, 11:00 AM"
DE333E05,CITANZ-0233,Membership extended to 04/10/2023,$30.00,Captured,"Oct 4, 2022, 8:58 AM"
B1724DC4,CITANZ-0138,Membership extended to 04/10/2023,$48.00,Captured,"Oct 4, 2022, 8:25 AM"
87D575C1,CITANZ-0044,Membership extended to 04/10/2023,$48.00,Captured,"Oct 4, 2022, 8:22 AM"
9421860C,CITANZ-0076,Membership extended to 08/10/2023,$30.00,Captured,"Oct 3, 2022, 8:41 AM"
25D6EB66,CITANZ-0006,Membership extended to 16/10/2023,$48.00,Captured,"Oct 2, 2022, 8:52 PM"
0C131035,CITANZ-0162,Membership extended to 09/10/2023,$48.00,Captured,"Oct 2, 2022, 8:02 PM"
3D1B999E,CITANZ-0297,Membership extended to 01/10/2023,$30.00,Captured,"Oct 1, 2022, 11:14 PM"
B2D11F16,CITANZ-0074,Membership extended to 21/10/2023,$48.00,Captured,"Sep 30, 2022, 11:44 AM"
B211B357,CITANZ-0296,Membership extended to 29/09/2023,$60.00,Captured,"Sep 29, 2022, 7:18 PM"
68F6476B,CITANZ-0004,Membership extended to 04/10/2023,$48.00,Captured,"Sep 28, 2022, 11:06 AM"
C7831E3B,CITANZ-0087,Membership extended to 06/10/2023,$48.00,Captured,"Sep 27, 2022, 3:40 PM"
5922D903,CITANZ-0035,Membership extended to 04/10/2023,$48.00,Captured,"Sep 27, 2022, 10:19 AM"
EAA169CE,CITANZ-0118,Membership extended to 04/10/2023,$48.00,Captured,"Sep 27, 2022, 8:28 AM"
A0E1E127,CITANZ-0023,Membership extended to 06/10/2023,$48.00,Captured,"Sep 26, 2022, 3:29 PM"
8AA55538,CITANZ-0176,Membership extended to 13/10/2023,$48.00,Captured,"Sep 25, 2022, 9:52 PM"
D67A7D9E,CITANZ-0240,Membership extended to 10/10/2023,$48.00,Captured,"Sep 23, 2022, 1:38 PM"
991E42BA,CITANZ-0161,Membership extended to 11/10/2023,$48.00,Captured,"Sep 23, 2022, 1:38 PM"
